pair_id,split,priority,worst_severity,report,summary,total_headcount,entry_count,state,district,zone,all_pass,chk_priority,chk_zone,chk_district,chk_headcount,chk_entry_count,chk_hazard,chk_location,is_drifted,num_drift,entity_drift,priority_mismatch,is_verified
SLM-002345,test,URGENT,HIGH,"INCIDENT LOG | Tamil Nadu / Chennai / ZONE-2 | 5 entries
[21-01-2025 21:23] ERSS-042895 | Rescue operation required (Emergency report received) on the national highway in Chennai, Tamil Nadu. 4 individuals affected, no injuries reported. Response team requested:  fire and rescue unit.
[21-01-2025 21:43] ERSS-002380 | Rescue operation required (Incident reported) in the riverside settlement in Chennai, Tamil Nadu. 6 residents affected, evacuation assistance requested. Please dispatch fire and rescue unit.
[22-01-2025 03:00] ERSS-050273 | Rescue operation required (Incident reported) in a residential colony in Chennai, Tamil Nadu. 25 persons affected, minor injuries reported. Dispatch requested for rescue rope and ladder.
[22-01-2025 03:47] ERSS-049182 | Medical emergency reported (Incident reported) in the low-lying area in Chennai, Tamil Nadu. 8 individuals affected, some injuries reported. Please dispatch ambulance.
[22-01-2025 03:53] ERSS-058609 | Flooding reported (Incident reported) in the riverside settlement in Chennai, Tamil Nadu. 4 individuals affected, situation being monitored. Response team requested:  relief supplies.","URGENT: rescue emergencies and medical emergencies plus 1 more, ZONE-2 Chennai, Tamil Nadu. 5 reports, 47 affected. fire and rescue unit and rescue rope and ladder plus 1 more to national highway; STAGING at nearest safe point. deploy now; begin TRIAGE on arrival; notify SDRF.",47,5,Tamil Nadu,Chennai,ZONE-2,True,True,True,True,True,True,True,True,False,False,False,False,True
SLM-002384,train,ELEVATED,MEDIUM,"INCIDENT LOG | Karnataka / Bengaluru / ZONE-2 | 8 entries
[03-02-2026 21:19] ERSS-042527 | Rescue operation required (Incident reported) in the hilly terrain in Bengaluru, Karnataka. 5 individuals affected, situation being monitored. Dispatch requested for NDRF rescue team.
[03-02-2026 21:21] ERSS-004986 | Medical emergency reported (Emergency report received) on the national highway in Bengaluru, Karnataka. 3 residents affected, minor injuries reported. Response team requested:  ambulance and paramedic team.
[06-02-2026 22:04] ERSS-058650 | Medical emergency reported (Incident reported) on the national highway in Bengaluru, Karnataka. 12 residents affected, minor injuries reported. Response team requested:  ambulance.
[06-02-2026 22:26] ERSS-005904 | Rescue operation required (Emergency report received) on the national highway in Bengaluru, Karnataka. 11 persons affected, no further details available. Response team requested:  fire and rescue unit.
[06-02-2026 22:52] ERSS-003158 | Flooding reported (Situation update) in the riverside settlement in Bengaluru, Karnataka. 6 residents affected, medical assistance requested. Please dispatch water pump.
[12-02-2026 01:21] ERSS-008384 | Flooding reported (Situation update) near the bus stand in Bengaluru, Karnataka. 5 people affected, some injuries reported. Response team requested:  life jackets.
[12-02-2026 01:57] ERSS-055326 | Rescue operation required (Situation update) near the bus stand in Bengaluru, Karnataka. 13 persons affected, no further details available. Response team requested:  rescue rope and ladder and fire and rescue unit.
[13-02-2026 17:31] ERSS-003636 | Road blockage reported (Emergency report received) at the railway crossing in Bengaluru, Karnataka. 2 people affected, no injuries reported. Response team requested:  tow truck and road clearance crew.","ELEVATED - ZONE-2 Bengaluru (Karnataka): rescue emergencies and medical emergencies plus 2 more, 57 affected across 8 reports. Dispatch ambulance and fire and rescue unit plus 1 more via ACCESS route to hilly terrain. stage nearby, monitor ACCESS.",57,8,Karnataka,Bengaluru,ZONE-2,True,True,True,True,True,True,True,True,False,False,False,False,True
SLM-002480,train,ELEVATED,MEDIUM,"INCIDENT LOG | Bihar / Darbhanga / ZONE-1 | 6 entries
[25-12-2025 08:53] ERSS-042168 | Flooding reported (Emergency report received) near the bus stand in Darbhanga, Bihar. 13 people affected, no injuries reported. Dispatch requested for relief supplies and life jackets.
[27-12-2025 15:23] ERSS-043678 | Waterlogging reported (Emergency report received) in the riverside settlement in Darbhanga, Bihar. 8 people affected, some injuries reported. Dispatch requested for water pump.
[28-12-2025 19:47] ERSS-016706 | Rescue operation required (Incident reported) near the local market in Darbhanga, Bihar. 3 people affected, no injuries reported. Response team requested:  rescue rope and ladder.
[30-12-2025 10:59] ERSS-023877 | Waterlogging reported (Emergency report received) at the highway junction in Darbhanga, Bihar. 5 people affected, minor injuries reported. Dispatch requested for road clearance team and sandbags.
[04-01-2026 22:50] ERSS-021678 | Road blockage reported (Incident reported) in the low-lying area in Darbhanga, Bihar. 10 residents affected, no injuries reported. Response team requested:  tow truck.
[08-01-2026 10:29] ERSS-048881 | Waterlogging reported (Situation update) in a residential colony in Darbhanga, Bihar. 14 residents affected, minor injuries reported. Dispatch requested for drainage team.","ELEVATED: ZONE-1 Darbhanga, Bihar -- flooding and rescue emergencies plus 1 more. 6 reports, 53 affected. Deploy relief supplies and life jackets plus 1 more to bus stand; IC to confirm ACCESS. stage nearby, monitor ACCESS.",53,6,Bihar,Darbhanga,ZONE-1,True,True,True,True,True,True,True,True,False,False,False,False,True
SLM-002567,train,ROUTINE,LOW,"INCIDENT LOG | Kerala / Kottayam / ZONE-1 | 5 entries
[08-04-2025 19:22] ERSS-043960 | Road blockage reported (Emergency report received) in the riverside settlement in Kottayam, Kerala. 5 residents affected, situation being monitored. Response team requested:  earthmover (JCB) and traffic police team.
[16-04-2025 23:18] ERSS-020618 | Waterlogging reported (Emergency report received) near the main bridge in Kottayam, Kerala. 3 persons affected, minor injuries reported. Please dispatch sandbags.
[17-04-2025 21:01] ERSS-035056 | Medical emergency reported (Incident reported) in the low-lying area in Kottayam, Kerala. 3 people affected, evacuation assistance requested. Response team requested:  paramedic team.
[17-04-2025 21:15] ERSS-026290 | Medical emergency reported (Incident reported) at the railway crossing in Kottayam, Kerala. 6 residents affected, situation being monitored. Please dispatch medical first-aid kit.
[17-04-2025 21:22] ERSS-044293 | Road blockage reported (Emergency report received) near the government hospital in Kottayam, Kerala. 1 people affected, evacuation assistance requested. Please dispatch tow truck and traffic police team.","ROUTINE: road blockages and flooding plus 1 more, ZONE-1 Kottayam, Kerala. 5 reports, 18 affected. traffic police team and earthmover (JCB) plus 1 more to riverside settlement; STAGING at nearest safe point. monitor only; IC on STANDBY.",18,5,Kerala,Kottayam,ZONE-1,True,True,True,True,True,True,True,True,False,False,False,False,True
SLM-002587,train,ROUTINE,LOW,"INCIDENT LOG | Odisha / Kendrapara / ZONE-1 | 5 entries
[14-09-2025 14:17] ERSS-005927 | Flooding reported (Incident reported) in a residential colony in Kendrapara, Odisha. 1 residents affected, medical assistance requested. Please dispatch relief supplies.
[14-09-2025 14:32] ERSS-052817 | Flooding reported (Incident reported) in the old town area in Kendrapara, Odisha. 3 people affected, no further details available. Response team requested:  life jackets.
[16-09-2025 07:19] ERSS-023377 | Waterlogging reported (Incident reported) on the national highway in Kendrapara, Odisha. 4 residents affected, minor injuries reported. Response team requested:  road clearance team.
[16-09-2025 10:01] ERSS-009801 | Flooding reported (Incident reported) in the hilly terrain in Kendrapara, Odisha. 3 residents affected, some injuries reported. Please dispatch water pump and relief supplies.
[18-09-2025 10:51] ERSS-023672 | Waterlogging reported (Situation update) near the industrial area in Kendrapara, Odisha. 3 residents affected, no injuries reported. Dispatch requested for drainage team.","ROUTINE: ZONE-1 Kendrapara, Odisha -- flooding. 5 reports, 14 affected. Send relief supplies and life jackets plus 1 more to residential colony; submit SITREP on arrival. routine watch; CAS count zero.",14,5,Odisha,Kendrapara,ZONE-1,True,True,True,True,True,True,True,True,False,False,False,False,True
SLM-002617,train,ROUTINE,LOW,"INCIDENT LOG | Karnataka / Udupi / ZONE-4 | 5 entries
[28-08-2025 18:28] ERSS-025122 | Flooding reported (Situation update) in the riverside settlement in Udupi, Karnataka. 5 people affected, residents moved to safer ground. Dispatch requested for rescue boat and life jackets.
[29-08-2025 21:32] ERSS-053194 | Medical emergency reported (Incident reported) in the low-lying area in Udupi, Karnataka. 1 persons affected, residents moved to safer ground. Response team requested:  ambulance.
[05-09-2025 10:52] ERSS-036330 | Rescue operation required (Emergency report received) near the government hospital in Udupi, Karnataka. 2 persons affected, no injuries reported. Please dispatch ambulance.
[05-09-2025 10:53] ERSS-018294 | Flooding reported (Emergency report received) in the riverside settlement in Udupi, Karnataka. 6 residents affected, situation being monitored. Dispatch requested for life jackets.
[09-09-2025 21:17] ERSS-055206 | Flooding reported (Situation update) at the highway junction in Udupi, Karnataka. 4 persons affected, no further details available. Response team requested:  relief supplies and life jackets.","ROUTINE - ZONE-4 Udupi (Karnataka): flooding and medical emergencies plus 1 more, 18 affected across 5 reports. Send life jackets and ambulance plus 1 more to riverside settlement; submit SITREP on arrival. routine watch; CAS count zero.",18,5,Karnataka,Udupi,ZONE-4,True,True,True,True,True,True,True,True,False,False,False,False,True
SLM-002689,train,ELEVATED,MEDIUM,"INCIDENT LOG | Odisha / Kendrapara / ZONE-1 | 6 entries
[09-11-2025 05:25] ERSS-004393 | Flooding reported (Emergency report received) in the hilly terrain in Kendrapara, Odisha. 15 residents affected, minor injuries reported. Response team requested:  water pump.
[09-11-2025 05:32] ERSS-003713 | Flooding reported (Emergency report received) near the industrial area in Kendrapara, Odisha. 4 persons affected, residents moved to safer ground. Response team requested:  rescue boat.
[09-11-2025 12:59] ERSS-021554 | Road blockage reported (Incident reported) near the main bridge in Kendrapara, Odisha. 15 residents affected, multiple injuries reported. Dispatch requested for traffic police team.
[09-11-2025 19:31] ERSS-052104 | Flooding reported (Situation update) close to the river bank in Kendrapara, Odisha. 13 people affected, multiple injuries reported. Response team requested:  life jackets.
[13-11-2025 02:18] ERSS-057587 | Flooding reported (Emergency report received) in the old town area in Kendrapara, Odisha. 4 individuals affected, multiple injuries reported. Dispatch requested for NDRF flood rescue team and water pump.
[13-11-2025 02:33] ERSS-041248 | Rescue operation required (Incident reported) in the low-lying area in Kendrapara, Odisha. 8 persons affected, minor injuries reported. Dispatch requested for ambulance.","ELEVATED - ZONE-1 Kendrapara (Odisha): flooding and road blockages plus 1 more, 59 affected across 6 reports. Send water pump and rescue boat plus 1 more to hilly terrain; submit SITREP on arrival. STANDBY; update CAS count on change.",59,6,Odisha,Kendrapara,ZONE-1,True,True,True,True,True,True,True,True,False,False,False,False,True
SLM-002714,validation,ROUTINE,LOW,"INCIDENT LOG | Odisha / Puri / ZONE-3 | 5 entries
[01-10-2025 07:04] ERSS-030946 | Rescue operation required (Incident reported) at the railway crossing in Puri, Odisha. 1 people affected, minor injuries reported. Dispatch requested for fire and rescue unit.
[01-10-2025 07:09] ERSS-010974 | Rescue operation required (Situation update) in the riverside settlement in Puri, Odisha. 3 residents affected, no injuries reported. Please dispatch ambulance and fire and rescue unit.
[09-10-2025 21:34] ERSS-003209 | Medical emergency reported (Situation update) in the riverside settlement in Puri, Odisha. 2 residents affected, situation being monitored. Response team requested:  ambulance and paramedic team.
[10-10-2025 17:03] ERSS-010900 | Waterlogging reported (Situation update) near the bus stand in Puri, Odisha. 1 people affected, situation being monitored. Please dispatch sandbags.
[12-10-2025 18:17] ERSS-019582 | Waterlogging reported (Situation update) near the main bridge in Puri, Odisha. 5 people affected, no further details available. Response team requested:  drainage team.","ROUTINE - ZONE-3 Puri (Odisha): rescue emergencies and medical emergencies plus 1 more, 12 affected across 5 reports. fire and rescue unit and ambulance plus 1 more to railway crossing; STAGING at nearest safe point. routine watch; CAS count zero.",12,5,Odisha,Puri,ZONE-3,True,True,True,True,True,True,True,True,False,False,False,False,True
SLM-002731,validation,ROUTINE,LOW,"INCIDENT LOG | Assam / Barpeta / ZONE-1 | 6 entries
[13-09-2025 17:17] ERSS-016978 | Flooding reported (Emergency report received) in the riverside settlement in Barpeta, Assam. 2 residents affected, situation being monitored. Response team requested:  rescue boat.
[13-09-2025 17:28] ERSS-036803 | Rescue operation required (Incident reported) near the local market in Barpeta, Assam. 1 individuals affected, no injuries reported. Dispatch requested for NDRF rescue team.
[13-09-2025 17:38] ERSS-037722 | Flooding reported (Emergency report received) near the industrial area in Barpeta, Assam. 1 persons affected, some injuries reported. Dispatch requested for rescue boat.
[14-09-2025 02:54] ERSS-035541 | Flooding reported (Situation update) near the government hospital in Barpeta, Assam. 5 individuals affected, situation being monitored. Please dispatch relief supplies.
[21-09-2025 16:49] ERSS-011452 | Medical emergency reported (Emergency report received) in the low-lying area in Barpeta, Assam. 4 residents affected, no further details available. Response team requested:  emergency medical team.
[22-09-2025 19:20] ERSS-046865 | Road blockage reported (Situation update) near the main bridge in Barpeta, Assam. 3 persons affected, no further details available. Dispatch requested for road clearance crew and earthmover (JCB).","ROUTINE. flooding and rescue emergencies plus 2 more in ZONE-1 Barpeta, Assam; 16 affected, 6 reports. Dispatch rescue boat and NDRF rescue team plus 1 more via ACCESS route to riverside settlement. routine watch; CAS count zero.",16,6,Assam,Barpeta,ZONE-1,True,True,True,True,True,True,True,True,False,False,False,False,True
SLM-002847,test,ROUTINE,LOW,"INCIDENT LOG | West Bengal / Murshidabad / ZONE-2 | 6 entries
[27-01-2025 04:10] ERSS-026019 | Road blockage reported (Situation update) in the low-lying area in Murshidabad, West Bengal. 3 residents affected, situation being monitored. Please dispatch road clearance crew and tow truck.
[27-01-2025 17:23] ERSS-022171 | Waterlogging reported (Emergency report received) close to the river bank in Murshidabad, West Bengal. 5 persons affected, casualties reported. Response team requested:  sandbags.
[27-01-2025 17:28] ERSS-028591 | Flooding reported (Situation update) at the highway junction in Murshidabad, West Bengal. 1 people affected, situation being monitored. Dispatch requested for life jackets and water pump.
[28-01-2025 09:25] ERSS-001409 | Rescue operation required (Emergency report received) near the main bridge in Murshidabad, West Bengal. 4 persons affected, no injuries reported. Response team requested:  rescue rope and ladder.
[07-02-2025 10:17] ERSS-041589 | Rescue operation required (Situation update) near the main bridge in Murshidabad, West Bengal. 5 persons affected, no injuries reported. Please dispatch NDRF rescue team.
[10-02-2025 12:29] ERSS-047275 | Flooding reported (Situation update) near the bus stand in Murshidabad, West Bengal. 5 persons affected, minor injuries reported. Response team requested:  relief supplies.","ROUTINE: ZONE-2 Murshidabad, West Bengal -- road blockages and flooding plus 1 more. 6 reports, 23 affected. road clearance crew and tow truck plus 1 more to low-lying area; STAGING at nearest safe point. routine watch; CAS count zero.",23,6,West Bengal,Murshidabad,ZONE-2,True,True,True,True,True,True,True,True,False,False,False,False,True
SLM-002862,validation,ROUTINE,LOW,"INCIDENT LOG | Tamil Nadu / Madurai / ZONE-2 | 6 entries
[12-07-2025 00:13] ERSS-003185 | Waterlogging reported (Emergency report received) in a residential colony in Madurai, Tamil Nadu. 4 people affected, minor injuries reported. Dispatch requested for sandbags.
[12-07-2025 00:44] ERSS-038178 | Flooding reported (Emergency report received) in a residential colony in Madurai, Tamil Nadu. 4 residents affected, situation being monitored. Dispatch requested for NDRF flood rescue team and rescue boat.
[12-07-2025 22:21] ERSS-040761 | Rescue operation required (Emergency report received) in the low-lying area in Madurai, Tamil Nadu. 1 persons affected, some injuries reported. Please dispatch rescue rope and ladder.
[13-07-2025 23:03] ERSS-021691 | Rescue operation required (Incident reported) near the industrial area in Madurai, Tamil Nadu. 1 people affected, situation being monitored. Response team requested:  NDRF rescue team.
[21-07-2025 10:18] ERSS-025603 | Medical emergency reported (Situation update) near the village school in Madurai, Tamil Nadu. 1 individuals affected, no injuries reported. Please dispatch medical first-aid kit and ambulance.
[21-07-2025 10:28] ERSS-025328 | Rescue operation required (Emergency report received) close to the river bank in Madurai, Tamil Nadu. 2 people affected, some injuries reported. Response team requested:  rescue rope and ladder and fire and rescue unit.","ROUTINE: ZONE-2 Madurai, Tamil Nadu -- flooding and rescue emergencies plus 1 more. 6 reports, 13 affected. Deploy rescue rope and ladder and sandbags plus 1 more to residential colony; IC to confirm ACCESS. monitor only; IC on STANDBY.",13,6,Tamil Nadu,Madurai,ZONE-2,True,True,True,True,True,True,True,True,False,False,False,False,True
SLM-003041,train,ROUTINE,LOW,"INCIDENT LOG | Bihar / Gaya / ZONE-2 | 5 entries
[17-06-2025 03:10] ERSS-002879 | Flooding reported (Situation update) in the low-lying area in Gaya, Bihar. 1 individuals affected, minor injuries reported. Response team requested:  relief supplies.
[21-06-2025 09:36] ERSS-045140 | Flooding reported (Emergency report received) near the local market in Gaya, Bihar. 2 residents affected, some injuries reported. Dispatch requested for life jackets.
[23-06-2025 14:57] ERSS-058155 | Medical emergency reported (Incident reported) at the railway crossing in Gaya, Bihar. 1 persons affected, no injuries reported. Response team requested:  paramedic team.
[28-06-2025 08:23] ERSS-031668 | Flooding reported (Emergency report received) close to the river bank in Gaya, Bihar. 2 persons affected, no injuries reported. Please dispatch NDRF flood rescue team and life jackets.
[28-06-2025 08:30] ERSS-047431 | Road blockage reported (Incident reported) in the low-lying area in Gaya, Bihar. 2 persons affected, no injuries reported. Please dispatch traffic police team.","ROUTINE: flooding and medical emergencies plus 1 more, ZONE-2 Gaya, Bihar. 5 reports, 8 affected. Send life jackets and relief supplies plus 1 more to low-lying area; submit SITREP on arrival. routine watch; CAS count zero.",8,5,Bihar,Gaya,ZONE-2,True,True,True,True,True,True,True,True,False,False,False,False,True
SLM-003138,train,ROUTINE,LOW,"INCIDENT LOG | Assam / Dhemaji / ZONE-4 | 7 entries
[11-02-2025 20:38] ERSS-015793 | Flooding reported (Situation update) near the main bridge in Dhemaji, Assam. 3 individuals affected, minor injuries reported. Dispatch requested for rescue boat.
[17-02-2025 21:23] ERSS-054441 | Flooding reported (Emergency report received) close to the river bank in Dhemaji, Assam. 4 persons affected, residents moved to safer ground. Please dispatch life jackets.
[17-02-2025 21:35] ERSS-057031 | Rescue operation required (Incident reported) in the hilly terrain in Dhemaji, Assam. 4 people affected, minor injuries reported. Please dispatch NDRF rescue team.
[18-02-2025 06:31] ERSS-022045 | Rescue operation required (Situation update) near the bus stand in Dhemaji, Assam. 3 individuals affected, situation being monitored. Response team requested:  fire and rescue unit.
[22-02-2025 07:29] ERSS-058083 | Flooding reported (Incident reported) close to the river bank in Dhemaji, Assam. 4 people affected, situation being monitored. Response team requested:  water pump.
[22-02-2025 21:02] ERSS-032012 | Flooding reported (Emergency report received) on the national highway in Dhemaji, Assam. 4 individuals affected, situation being monitored. Please dispatch NDRF flood rescue team.
[24-02-2025 06:34] ERSS-012855 | Waterlogging reported (Emergency report received) in the old town area in Dhemaji, Assam. 1 residents affected, no further details available. Dispatch requested for road clearance team.","ROUTINE - ZONE-4 Dhemaji (Assam): flooding and rescue emergencies, 23 affected across 7 reports. Dispatch rescue boat and life jackets plus 1 more via ACCESS route to main bridge. monitor only; IC on STANDBY.",23,7,Assam,Dhemaji,ZONE-4,True,True,True,True,True,True,True,True,False,False,False,False,True
SLM-003181,train,ELEVATED,MEDIUM,"INCIDENT LOG | Karnataka / Udupi / ZONE-4 | 5 entries
[18-07-2025 18:01] ERSS-021832 | Flooding reported (Incident reported) in the old town area in Udupi, Karnataka. 11 persons affected, no injuries reported. Please dispatch life jackets.
[20-07-2025 00:09] ERSS-027759 | Flooding reported (Incident reported) in the hilly terrain in Udupi, Karnataka. 5 individuals affected, no injuries reported. Please dispatch life jackets and NDRF flood rescue team.
[23-07-2025 05:05] ERSS-040554 | Road blockage reported (Situation update) near the bus stand in Udupi, Karnataka. 14 people affected, no further details available. Response team requested:  road clearance crew.
[23-07-2025 05:51] ERSS-053114 | Flooding reported (Incident reported) at the railway crossing in Udupi, Karnataka. 15 persons affected, some injuries reported. Please dispatch life jackets.
[25-07-2025 13:52] ERSS-039556 | Waterlogging reported (Emergency report received) at the railway crossing in Udupi, Karnataka. 7 people affected, minor injuries reported. Please dispatch drainage team and water pump.","ELEVATED. flooding and road blockages in ZONE-4 Udupi, Karnataka; 52 affected, 5 reports. Dispatch life jackets and NDRF flood rescue team plus 1 more via ACCESS route to old town area. STANDBY; update CAS count on change.",52,5,Karnataka,Udupi,ZONE-4,True,True,True,True,True,True,True,True,False,False,False,False,True
SLM-003188,test,ROUTINE,LOW,"INCIDENT LOG | Odisha / Balasore / ZONE-4 | 6 entries
[28-08-2025 12:18] ERSS-040988 | Medical emergency reported (Incident reported) near the bus stand in Balasore, Odisha. 3 residents affected, no injuries reported. Response team requested:  medical first-aid kit and emergency medical team.
[28-08-2025 12:22] ERSS-017305 | Rescue operation required (Incident reported) in the riverside settlement in Balasore, Odisha. 2 residents affected, residents moved to safer ground. Dispatch requested for ambulance.
[28-08-2025 17:44] ERSS-023703 | Medical emergency reported (Situation update) near the bus stand in Balasore, Odisha. 1 persons affected, some injuries reported. Please dispatch paramedic team.
[05-09-2025 08:14] ERSS-047327 | Flooding reported (Incident reported) in the riverside settlement in Balasore, Odisha. 5 residents affected, minor injuries reported. Please dispatch NDRF flood rescue team.
[11-09-2025 12:05] ERSS-022273 | Flooding reported (Emergency report received) near the government hospital in Balasore, Odisha. 5 residents affected, minor injuries reported. Response team requested:  rescue boat and NDRF flood rescue team.
[11-09-2025 12:21] ERSS-029925 | Rescue operation required (Situation update) at the highway junction in Balasore, Odisha. 5 persons affected, situation being monitored. Response team requested:  NDRF rescue team and rescue rope and ladder.","ROUTINE - ZONE-4 Balasore (Odisha): medical emergencies and rescue emergencies plus 1 more, 21 affected across 6 reports. Dispatch NDRF flood rescue team and medical first-aid kit plus 1 more via ACCESS route to bus stand. routine watch; CAS count zero.",21,6,Odisha,Balasore,ZONE-4,True,True,True,True,True,True,True,True,False,False,False,False,True
SLM-003209,train,ROUTINE,LOW,"INCIDENT LOG | Gujarat / Ahmedabad / ZONE-2 | 5 entries
[28-01-2026 10:53] ERSS-033950 | Rescue operation required (Incident reported) near the main bridge in Ahmedabad, Gujarat. 5 people affected, situation being monitored. Dispatch requested for NDRF rescue team.
[28-01-2026 11:35] ERSS-031817 | Road blockage reported (Incident reported) close to the river bank in Ahmedabad, Gujarat. 2 residents affected, minor injuries reported. Response team requested:  road clearance crew.
[29-01-2026 00:17] ERSS-051537 | Waterlogging reported (Incident reported) near the village school in Ahmedabad, Gujarat. 5 people affected, minor injuries reported. Dispatch requested for water pump and road clearance team.
[29-01-2026 06:53] ERSS-041134 | Road blockage reported (Situation update) in a residential colony in Ahmedabad, Gujarat. 1 people affected, minor injuries reported. Dispatch requested for earthmover (JCB) and road clearance crew.
[10-02-2026 11:57] ERSS-046987 | Medical emergency reported (Incident reported) in the riverside settlement in Ahmedabad, Gujarat. 4 residents affected, minor injuries reported. Dispatch requested for ambulance and emergency medical team.","ROUTINE. rescue emergencies and road blockages plus 2 more in ZONE-2 Ahmedabad, Gujarat; 17 affected, 5 reports. Dispatch road clearance crew and NDRF rescue team plus 1 more via ACCESS route to main bridge. routine watch; CAS count zero.",17,5,Gujarat,Ahmedabad,ZONE-2,True,True,True,True,True,True,True,True,False,False,False,False,True
