post_id,timestamp,platform,text,author_type,post_type,state,district,location_mentioned,language,country,source_type,source_portal,source_url,source_event_id
IND_SOCIAL_02970,2026-01-01 23:04:00,Instagram,Fire is spreading near forest areas around Tirunelveli. Please send fire and rescue teams.,Local Reporter,Distress Call,Tamil Nadu,Tirunelveli,Tirunelveli,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_4396
IND_SOCIAL_02971,2026-04-23 04:11:00,Facebook,Flood situation is getting worse in Nagpur. Families need drinking water and food.,Local Reporter,Distress Call,Maharashtra,Nagpur,Nagpur,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_6131
IND_SOCIAL_02972,2026-04-27 21:34:00,Facebook,Strong tremors reported in Belagavi. Residents are requesting emergency assistance.,Volunteer,Distress Call,Karnataka,Belagavi,Belagavi,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_8748
IND_SOCIAL_02973,2026-03-28 11:37:00,WhatsApp,Several areas around Hyderabad are affected by heavy rain.,Volunteer,Distress Call,Telangana,Hyderabad,Hyderabad,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_7010
IND_SOCIAL_02974,2026-04-14 22:45:00,WhatsApp,Wildfire situation reported around Pune. Emergency response is required.,Local Reporter,Help Request,Maharashtra,Pune,Pune,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_1039
IND_SOCIAL_02975,2026-02-05 02:05:00,X,Residents near Howrah are requesting emergency assistance. Roads are under water.,Resident,Resource Request,West Bengal,Howrah,Howrah,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_9328
IND_SOCIAL_02976,2026-02-18 23:42:00,WhatsApp,Emergency support requested from Balasore after earthquake tremors.,Citizen,Situation Report,Odisha,Balasore,Balasore,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_6161
IND_SOCIAL_02977,2026-05-17 14:30:00,X,Debris is blocking the road in Rajkot. People are requesting immediate assistance.,Community Group,Help Request,Gujarat,Rajkot,Rajkot,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_9874
IND_SOCIAL_02978,2026-04-18 14:35:00,Telegram,Strong tremors reported in Hyderabad. Residents are requesting emergency assistance.,Community Group,Safety Update,Telangana,Hyderabad,Hyderabad,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_6160
IND_SOCIAL_02979,2026-05-22 10:21:00,Telegram,Emergency support requested from Bhubaneswar after earthquake tremors.,Resident,Help Request,Odisha,Bhubaneswar,Bhubaneswar,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_8151
IND_SOCIAL_02980,2026-06-12 22:23:00,Facebook,Rainfall situation is worsening in Warangal. Please send rescue support if required.,Resident,Missing Person,Telangana,Warangal,Warangal,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_7242
IND_SOCIAL_02981,2026-05-01 13:54:00,Facebook,Strong cyclone conditions reported in Thiruvananthapuram. People are requesting emergency shelter.,Community Group,Missing Person,Kerala,Thiruvananthapuram,Thiruvananthapuram,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_2709
IND_SOCIAL_02982,2026-01-04 07:08:00,Telegram,People in Sambalpur are reporting earthquake damage. Medical assistance may be required.,Volunteer,Help Request,Odisha,Sambalpur,Sambalpur,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_1066
IND_SOCIAL_02983,2026-05-29 23:52:00,WhatsApp,Tsunami warning situation reported near Thiruvananthapuram. Residents should move to safer areas.,Resident,Help Request,Kerala,Thiruvananthapuram,Thiruvananthapuram,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_9700
IND_SOCIAL_02984,2026-05-11 12:27:00,Facebook,Emergency support requested from Karimnagar after earthquake tremors.,Resident,Situation Report,Telangana,Karimnagar,Karimnagar,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_8554
IND_SOCIAL_02985,2026-06-15 19:27:00,Telegram,Heavy winds and rain affecting Nashik. Please avoid travelling and stay indoors.,Community Group,Missing Person,Maharashtra,Nashik,Nashik,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_3109
IND_SOCIAL_02986,2026-06-27 09:03:00,X,Tsunami-related emergency reported near Nellore. Evacuation assistance may be required.,Volunteer,Resource Request,Andhra Pradesh,Nellore,Nellore,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_5753
IND_SOCIAL_02987,2026-05-08 09:12:00,WhatsApp,Water has entered houses in Alappuzha. Please send rescue teams and boats.,Citizen,Resource Request,Kerala,Alappuzha,Alappuzha,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_5184
IND_SOCIAL_02988,2026-03-13 14:07:00,Instagram,Wildfire situation reported around Vadodara. Emergency response is required.,Local Reporter,Resource Request,Gujarat,Vadodara,Vadodara,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_1401
IND_SOCIAL_02989,2026-02-05 10:20:00,WhatsApp,Fire is spreading near forest areas around Sambalpur. Please send fire and rescue teams.,Community Group,Situation Report,Odisha,Sambalpur,Sambalpur,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_9873
IND_SOCIAL_02990,2026-01-10 13:29:00,Facebook,Tsunami warning situation reported near Visakhapatnam. Residents should move to safer areas.,Resident,Safety Update,Andhra Pradesh,Visakhapatnam,Visakhapatnam,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_9896
IND_SOCIAL_02991,2026-01-02 16:22:00,X,Smoke and fire spreading near Erode. Residents may need evacuation support.,Local Reporter,Safety Update,Tamil Nadu,Erode,Erode,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_2621
IND_SOCIAL_02992,2026-03-16 07:22:00,Instagram,Lightning incident reported near Siliguri. Please avoid open areas.,Local Reporter,Resource Request,West Bengal,Siliguri,Siliguri,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_5551
IND_SOCIAL_02993,2026-03-06 10:11:00,Instagram,Fire is spreading near forest areas around Balasore. Please send fire and rescue teams.,Volunteer,Situation Report,Odisha,Balasore,Balasore,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_2636
IND_SOCIAL_02994,2026-01-10 20:30:00,WhatsApp,Tsunami warning situation reported near Mangaluru. Residents should move to safer areas.,Volunteer,Distress Call,Karnataka,Mangaluru,Mangaluru,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_7331
IND_SOCIAL_02995,2026-02-23 08:08:00,Telegram,Lightning activity reported around Nashik. Residents are advised to stay indoors.,Local Reporter,Missing Person,Maharashtra,Nashik,Nashik,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_1941
IND_SOCIAL_02996,2026-01-20 17:21:00,WhatsApp,Wildfire situation reported around Bhubaneswar. Emergency response is required.,Volunteer,Situation Report,Odisha,Bhubaneswar,Bhubaneswar,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_3521
IND_SOCIAL_02997,2026-06-20 04:08:00,Instagram,Emergency support requested from Mangaluru after earthquake tremors.,Citizen,Missing Person,Karnataka,Mangaluru,Mangaluru,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_5851
IND_SOCIAL_02998,2026-01-04 10:13:00,Facebook,Debris is blocking the road in Erode. People are requesting immediate assistance.,Community Group,Safety Update,Tamil Nadu,Erode,Erode,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_9397
IND_SOCIAL_02999,2026-06-24 19:00:00,X,Tsunami warning situation reported near Guntur. Residents should move to safer areas.,Citizen,Safety Update,Andhra Pradesh,Guntur,Guntur,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_5016
IND_SOCIAL_03000,2026-06-17 03:24:00,Telegram,Water has entered houses in Howrah. Please send rescue teams and boats.,Volunteer,Situation Report,West Bengal,Howrah,Howrah,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_4476
IND_SOCIAL_03001,2026-05-14 11:11:00,Facebook,Flood situation is getting worse in Nashik. Families need drinking water and food.,Citizen,Resource Request,Maharashtra,Nashik,Nashik,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_1794
IND_SOCIAL_03002,2026-02-09 00:49:00,X,Landslide reported near Kolhapur. Road access is blocked and people need help.,Community Group,Situation Report,Maharashtra,Kolhapur,Kolhapur,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_5409
IND_SOCIAL_03003,2026-06-08 08:22:00,X,Fire is spreading near forest areas around Ahmedabad. Please send fire and rescue teams.,Community Group,Safety Update,Gujarat,Ahmedabad,Ahmedabad,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_8978
IND_SOCIAL_03004,2026-02-08 12:23:00,Facebook,Lightning activity reported around Mangaluru. Residents are advised to stay indoors.,Community Group,Situation Report,Karnataka,Mangaluru,Mangaluru,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_6940
IND_SOCIAL_03005,2026-06-16 18:57:00,Telegram,People in Asansol are reporting earthquake damage. Medical assistance may be required.,Citizen,Situation Report,West Bengal,Asansol,Asansol,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_1692
IND_SOCIAL_03006,2026-06-27 14:05:00,WhatsApp,Lightning incident reported near Dibrugarh. Please avoid open areas.,Local Reporter,Situation Report,Assam,Dibrugarh,Dibrugarh,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_1232
IND_SOCIAL_03007,2026-01-04 18:18:00,Facebook,Tsunami-related emergency reported near Vadodara. Evacuation assistance may be required.,Community Group,Situation Report,Gujarat,Vadodara,Vadodara,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_6517
IND_SOCIAL_03008,2026-05-11 21:36:00,Facebook,Water has entered houses in Bhavnagar. Please send rescue teams and boats.,Local Reporter,Distress Call,Gujarat,Bhavnagar,Bhavnagar,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_5111
IND_SOCIAL_03009,2026-03-02 19:04:00,Facebook,Water has entered houses in Warangal. Please send rescue teams and boats.,Citizen,Situation Report,Telangana,Warangal,Warangal,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_9529
IND_SOCIAL_03010,2026-02-11 17:20:00,Facebook,Tsunami warning situation reported near Hyderabad. Residents should move to safer areas.,Volunteer,Help Request,Telangana,Hyderabad,Hyderabad,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_2578
IND_SOCIAL_03011,2026-03-26 02:58:00,WhatsApp,Coastal residents near Rajkot are requesting emergency support.,Volunteer,Missing Person,Gujarat,Rajkot,Rajkot,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_6940
IND_SOCIAL_03012,2026-05-15 15:33:00,Instagram,"Several families in Vadodara need food, water and shelter.",Citizen,Missing Person,Gujarat,Vadodara,Vadodara,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_5379
IND_SOCIAL_03013,2026-06-03 02:04:00,X,A landslide has affected roads near Pune. Emergency rescue support is required.,Community Group,Missing Person,Maharashtra,Pune,Pune,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_6242
IND_SOCIAL_03014,2026-02-14 21:04:00,X,Buildings have been affected by an earthquake in Nashik. Rescue teams are needed.,Community Group,Safety Update,Maharashtra,Nashik,Nashik,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_4600
IND_SOCIAL_03015,2026-01-31 12:09:00,Instagram,Flood situation is getting worse in Hubballi. Families need drinking water and food.,Community Group,Safety Update,Karnataka,Hubballi,Hubballi,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_8524
IND_SOCIAL_03016,2026-02-05 08:54:00,Telegram,Emergency support requested from Durgapur after earthquake tremors.,Resident,Distress Call,West Bengal,Durgapur,Durgapur,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_1040
IND_SOCIAL_03017,2026-03-09 23:14:00,Telegram,Continuous heavy rainfall reported in Durgapur. Roads are becoming difficult to use.,Resident,Resource Request,West Bengal,Durgapur,Durgapur,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_2511
IND_SOCIAL_03018,2026-05-23 03:14:00,Telegram,Coastal residents near Mumbai are requesting emergency support.,Community Group,Help Request,Maharashtra,Mumbai,Mumbai,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_3403
IND_SOCIAL_03019,2026-04-11 05:33:00,Telegram,Lightning incident reported near Siliguri. Please avoid open areas.,Volunteer,Safety Update,West Bengal,Siliguri,Siliguri,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_1383
IND_SOCIAL_03020,2026-02-10 09:28:00,Facebook,A landslide has affected roads near Howrah. Emergency rescue support is required.,Local Reporter,Resource Request,West Bengal,Howrah,Howrah,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_8762
IND_SOCIAL_03021,2026-05-04 23:56:00,Facebook,Residents near Alappuzha are requesting emergency assistance. Roads are under water.,Resident,Help Request,Kerala,Alappuzha,Alappuzha,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_1927
IND_SOCIAL_03022,2026-03-23 21:26:00,Instagram,Lightning incident reported near Tirunelveli. Please avoid open areas.,Community Group,Resource Request,Tamil Nadu,Tirunelveli,Tirunelveli,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_1911
IND_SOCIAL_03023,2026-02-17 13:43:00,WhatsApp,Tsunami-related emergency reported near Nagpur. Evacuation assistance may be required.,Community Group,Situation Report,Maharashtra,Nagpur,Nagpur,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_2156
IND_SOCIAL_03024,2026-04-06 21:01:00,Instagram,Tsunami-related emergency reported near Jorhat. Evacuation assistance may be required.,Volunteer,Help Request,Assam,Jorhat,Jorhat,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_2268
IND_SOCIAL_03025,2026-03-06 13:09:00,WhatsApp,Kolhapur is severely flooded after continuous rainfall. People are trapped and need immediate rescue.,Resident,Safety Update,Maharashtra,Kolhapur,Kolhapur,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_2061
IND_SOCIAL_03026,2026-04-04 03:54:00,Telegram,Flood situation is getting worse in Balasore. Families need drinking water and food.,Community Group,Situation Report,Odisha,Balasore,Balasore,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_7399
IND_SOCIAL_03027,2026-03-17 03:47:00,Telegram,Debris is blocking the road in Hubballi. People are requesting immediate assistance.,Volunteer,Missing Person,Karnataka,Hubballi,Hubballi,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_4364
IND_SOCIAL_03028,2026-01-28 19:27:00,X,Continuous heavy rainfall reported in Mumbai. Roads are becoming difficult to use.,Local Reporter,Safety Update,Maharashtra,Mumbai,Mumbai,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_4896
IND_SOCIAL_03029,2026-04-26 09:24:00,Facebook,Strong cyclone conditions reported in Rajkot. People are requesting emergency shelter.,Citizen,Resource Request,Gujarat,Rajkot,Rajkot,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_6467
IND_SOCIAL_03030,2026-06-04 14:03:00,Facebook,"Several families in Kollam need food, water and shelter.",Community Group,Resource Request,Kerala,Kollam,Kollam,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_2610
IND_SOCIAL_03031,2026-05-11 13:03:00,WhatsApp,Residents near Pune are requesting emergency assistance. Roads are under water.,Citizen,Safety Update,Maharashtra,Pune,Pune,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_1600
IND_SOCIAL_03032,2026-05-23 04:58:00,Telegram,Coastal residents near Kochi are requesting emergency support.,Resident,Help Request,Kerala,Kochi,Kochi,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_3404
IND_SOCIAL_03033,2026-02-11 02:15:00,WhatsApp,Heavy rain is causing waterlogging in Bhavnagar. Residents need emergency assistance.,Community Group,Missing Person,Gujarat,Bhavnagar,Bhavnagar,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_5503
IND_SOCIAL_03034,2026-05-11 06:51:00,Telegram,Buildings have been affected by an earthquake in Nashik. Rescue teams are needed.,Local Reporter,Distress Call,Maharashtra,Nashik,Nashik,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_6180
IND_SOCIAL_03035,2026-03-17 15:46:00,Instagram,Tsunami-related emergency reported near Tirunelveli. Evacuation assistance may be required.,Local Reporter,Missing Person,Tamil Nadu,Tirunelveli,Tirunelveli,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_9496
IND_SOCIAL_03036,2026-03-22 20:15:00,Instagram,Severe lightning reported in Vijayawada. Emergency assistance may be required.,Local Reporter,Distress Call,Andhra Pradesh,Vijayawada,Vijayawada,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_4868
IND_SOCIAL_03037,2026-04-26 09:47:00,X,Residents near Thiruvananthapuram are reporting a major landslide. Please send emergency teams.,Volunteer,Situation Report,Kerala,Thiruvananthapuram,Thiruvananthapuram,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_1699
IND_SOCIAL_03038,2026-04-06 20:52:00,Instagram,Balasore is severely flooded after continuous rainfall. People are trapped and need immediate rescue.,Resident,Resource Request,Odisha,Balasore,Balasore,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_8838
IND_SOCIAL_03039,2026-02-18 06:50:00,Telegram,Residents near Bhavnagar are reporting a major landslide. Please send emergency teams.,Volunteer,Resource Request,Gujarat,Bhavnagar,Bhavnagar,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_1732
IND_SOCIAL_03040,2026-02-26 12:09:00,X,Landslide reported near Nizamabad. Road access is blocked and people need help.,Citizen,Situation Report,Telangana,Nizamabad,Nizamabad,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_8919
IND_SOCIAL_03041,2026-03-15 06:13:00,Facebook,Heavy rain is causing waterlogging in Coimbatore. Residents need emergency assistance.,Volunteer,Distress Call,Tamil Nadu,Coimbatore,Coimbatore,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_9777
IND_SOCIAL_03042,2026-05-16 17:04:00,WhatsApp,Lightning activity reported around Guwahati. Residents are advised to stay indoors.,Community Group,Missing Person,Assam,Guwahati,Guwahati,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_1613
IND_SOCIAL_03043,2026-06-09 09:17:00,Telegram,Tsunami warning situation reported near Rajkot. Residents should move to safer areas.,Local Reporter,Missing Person,Gujarat,Rajkot,Rajkot,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_3328
IND_SOCIAL_03044,2026-02-18 06:49:00,Instagram,People in Guntur are reporting earthquake damage. Medical assistance may be required.,Local Reporter,Missing Person,Andhra Pradesh,Guntur,Guntur,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_7750
IND_SOCIAL_03045,2026-06-23 23:07:00,Facebook,Residents near Silchar are requesting emergency assistance. Roads are under water.,Local Reporter,Resource Request,Assam,Silchar,Silchar,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_5885
IND_SOCIAL_03046,2026-03-29 16:07:00,Facebook,Wildfire situation reported around Coimbatore. Emergency response is required.,Resident,Missing Person,Tamil Nadu,Coimbatore,Coimbatore,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_4582
IND_SOCIAL_03047,2026-03-24 19:12:00,Instagram,Cyclone impact reported around Dibrugarh. Emergency teams are needed.,Community Group,Safety Update,Assam,Dibrugarh,Dibrugarh,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_3624
IND_SOCIAL_03048,2026-06-25 09:52:00,Facebook,Coastal residents near Surat are requesting emergency support.,Citizen,Missing Person,Gujarat,Surat,Surat,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_4414
IND_SOCIAL_03049,2026-04-28 07:16:00,Instagram,Cyclone impact reported around Erode. Emergency teams are needed.,Community Group,Situation Report,Tamil Nadu,Erode,Erode,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_3681
IND_SOCIAL_03050,2026-01-13 21:20:00,Instagram,Rainfall situation is worsening in Vijayawada. Please send rescue support if required.,Citizen,Safety Update,Andhra Pradesh,Vijayawada,Vijayawada,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_6684
IND_SOCIAL_03051,2026-02-24 22:14:00,WhatsApp,Smoke and fire spreading near Warangal. Residents may need evacuation support.,Citizen,Safety Update,Telangana,Warangal,Warangal,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_5778
IND_SOCIAL_03052,2026-03-05 04:58:00,WhatsApp,Strong tremors reported in Durgapur. Residents are requesting emergency assistance.,Resident,Resource Request,West Bengal,Durgapur,Durgapur,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_6844
IND_SOCIAL_03053,2026-03-19 15:31:00,WhatsApp,Strong cyclone conditions reported in Nagpur. People are requesting emergency shelter.,Volunteer,Resource Request,Maharashtra,Nagpur,Nagpur,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_2042
IND_SOCIAL_03054,2026-04-04 20:02:00,X,Lightning activity reported around Guwahati. Residents are advised to stay indoors.,Resident,Help Request,Assam,Guwahati,Guwahati,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_2540
IND_SOCIAL_03055,2026-06-02 20:18:00,Instagram,Cyclone impact reported around Asansol. Emergency teams are needed.,Citizen,Help Request,West Bengal,Asansol,Asansol,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_5480
IND_SOCIAL_03056,2026-05-07 16:06:00,Telegram,Water has entered houses in Jorhat. Please send rescue teams and boats.,Volunteer,Missing Person,Assam,Jorhat,Jorhat,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_8976
IND_SOCIAL_03057,2026-04-08 21:52:00,Facebook,Water has entered houses in Silchar. Please send rescue teams and boats.,Community Group,Resource Request,Assam,Silchar,Silchar,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_7636
IND_SOCIAL_03058,2026-06-26 18:41:00,X,Residents near Warangal are reporting a major landslide. Please send emergency teams.,Resident,Safety Update,Telangana,Warangal,Warangal,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_1484
IND_SOCIAL_03059,2026-03-17 23:51:00,Facebook,Smoke and fire spreading near Bhavnagar. Residents may need evacuation support.,Citizen,Missing Person,Gujarat,Bhavnagar,Bhavnagar,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_7178
IND_SOCIAL_03060,2026-03-21 14:45:00,Telegram,"Several families in Jorhat need food, water and shelter.",Local Reporter,Safety Update,Assam,Jorhat,Jorhat,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_2277
IND_SOCIAL_03061,2026-05-29 00:39:00,WhatsApp,Lightning activity reported around Erode. Residents are advised to stay indoors.,Resident,Situation Report,Tamil Nadu,Erode,Erode,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_1525
IND_SOCIAL_03062,2026-01-14 12:11:00,Facebook,Continuous heavy rainfall reported in Mysuru. Roads are becoming difficult to use.,Volunteer,Missing Person,Karnataka,Mysuru,Mysuru,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_4420
IND_SOCIAL_03063,2026-01-18 09:45:00,WhatsApp,Landslide reported near Jorhat. Road access is blocked and people need help.,Local Reporter,Situation Report,Assam,Jorhat,Jorhat,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_8771
IND_SOCIAL_03064,2026-01-23 05:35:00,Facebook,Severe lightning reported in Guwahati. Emergency assistance may be required.,Volunteer,Situation Report,Assam,Guwahati,Guwahati,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_5494
IND_SOCIAL_03065,2026-03-25 16:41:00,Facebook,Continuous heavy rainfall reported in Hyderabad. Roads are becoming difficult to use.,Resident,Situation Report,Telangana,Hyderabad,Hyderabad,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_5981
IND_SOCIAL_03066,2026-01-21 08:47:00,Instagram,Forest fire reported near Siliguri. Fire and rescue teams are urgently needed.,Resident,Safety Update,West Bengal,Siliguri,Siliguri,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_7287
IND_SOCIAL_03067,2026-05-15 03:32:00,WhatsApp,Rainfall situation is worsening in Nellore. Please send rescue support if required.,Resident,Distress Call,Andhra Pradesh,Nellore,Nellore,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_7248
IND_SOCIAL_03068,2026-03-30 19:13:00,Telegram,Lightning activity reported around Vadodara. Residents are advised to stay indoors.,Resident,Resource Request,Gujarat,Vadodara,Vadodara,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_8187
IND_SOCIAL_03069,2026-02-09 17:10:00,Instagram,Strong cyclone conditions reported in Siliguri. People are requesting emergency shelter.,Community Group,Distress Call,West Bengal,Siliguri,Siliguri,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_9971
IND_SOCIAL_03070,2026-06-01 17:56:00,Instagram,Heavy rain is causing waterlogging in Bhubaneswar. Residents need emergency assistance.,Volunteer,Distress Call,Odisha,Bhubaneswar,Bhubaneswar,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_5441
IND_SOCIAL_03071,2026-04-15 14:00:00,WhatsApp,Smoke and fire spreading near Nizamabad. Residents may need evacuation support.,Resident,Help Request,Telangana,Nizamabad,Nizamabad,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_1013
IND_SOCIAL_03072,2026-02-20 13:49:00,Facebook,Residents near Karimnagar are reporting a major landslide. Please send emergency teams.,Citizen,Situation Report,Telangana,Karimnagar,Karimnagar,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_7192
IND_SOCIAL_03073,2026-03-07 10:22:00,Instagram,Tsunami warning situation reported near Kozhikode. Residents should move to safer areas.,Community Group,Help Request,Kerala,Kozhikode,Kozhikode,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_2520
IND_SOCIAL_03074,2026-05-31 07:40:00,Telegram,Tsunami-related emergency reported near Kozhikode. Evacuation assistance may be required.,Community Group,Safety Update,Kerala,Kozhikode,Kozhikode,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_6190
IND_SOCIAL_03075,2026-02-22 06:59:00,X,Rainfall situation is worsening in Visakhapatnam. Please send rescue support if required.,Volunteer,Distress Call,Andhra Pradesh,Visakhapatnam,Visakhapatnam,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_4995
IND_SOCIAL_03076,2026-01-10 18:10:00,WhatsApp,Smoke and fire spreading near Jorhat. Residents may need evacuation support.,Citizen,Missing Person,Assam,Jorhat,Jorhat,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_9656
IND_SOCIAL_03077,2026-06-26 00:16:00,X,Residents near Sambalpur are requesting emergency assistance. Roads are under water.,Citizen,Resource Request,Odisha,Sambalpur,Sambalpur,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_4984
IND_SOCIAL_03078,2026-06-21 03:34:00,Telegram,Landslide reported near Kozhikode. Road access is blocked and people need help.,Citizen,Situation Report,Kerala,Kozhikode,Kozhikode,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_2063
IND_SOCIAL_03079,2026-04-26 06:13:00,WhatsApp,Smoke and fire spreading near Warangal. Residents may need evacuation support.,Community Group,Safety Update,Telangana,Warangal,Warangal,English,India,Simulated Social Feed,India Disaster Information Sources,,IND_EVENT_2702
